TeamNumber,MatchNumber,ScoutName,Comments,Auto_Mobility,Auto_Docked,Auto_Engaged,Auto_Cubes_Top,Auto_Cubes_Mid,Auto_Cubes_Low,Auto_Cones_Top,Auto_Cones_Mid,Auto_Cones_Low,Tele_Cubes_Top,Tele_Cubes_Mid,Tele_Cubes_Low,Tele_Cones_Top,Tele_Cones_Mid,Tele_Cones_Low,Endgame_Parked,Endgame_Docked,Endgame_Engaged,Auto_Cubes,Auto_Cones,Tele_Cubes,Tele_Cones
97,55,jf,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,4.00,0.00
133,2,jason,10 out of 10 would not recommend,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,2.00,4.00
133,10,Rachel,Fast. Efficient. Nice auto. Can do high scoring. Can pick up from human player station. DON'T PICK!,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,1.00
133,14,evn,Outstanding auto. Nice auto. Can pick up cones. Can do high scoring. Fast. Efficient.,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,1.00
133,25,Rachel,DON'T PICK!❤A tie!!!!!!!!!!!,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,4.00,3.00
133,29,jason,Barely moving piece of scrap metal at best a light up paper weight the ones who made it are probably nerds,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,5.00,1.00
133,40,DAB,Yea BERT!!!!!!,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
133,44,Nicholas,What unbelievable nerds,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
133,49,jf,Auto???,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,0.00,2.00
133,55,Laura,Stupid nerds with a broken arm motor. Their tires are never inflated and they keep breaking. Never score any points. Super choppy movement. ,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,1.00
138,3,Nicholas,"Auto worked well, but seemed to lose ability to move after Tele-op began",1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
138,8,zaNder,Nice auto. Fast. Great scorer. ,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,2.00,4.00
138,14,Jennifer,"Drop cones 2x, slight tippy when move fast",1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,2.00
138,21,Nicholas,Can pick up cones. Can do high scoring. Can pick up from human player station.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,1.00
138,33,Jennifer,Fast. Efficient.,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00
138,40,z3ß®@,They did a good. ,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00
138,46,Nicholas,"So uhh people stood up later this time, but they still stood up. it was nice watching the match when we could. I once made some 'dumplings' out of cornbread. They were filled with pulled pork. I cooked them outside in a dutch oven. I should make them again sometime, but they were a but of a process.",0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
138,50,z3ß®@,Good job 👍,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,2.00
172,6,Rachel,"Having trouble.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
172,10,jason,Bad defense. Slow.,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
172,17,Nicholas,"slight difficulty with picking up game pieces, slow.",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00
172,21,zaNd3r,had some issues picking up cubes. ,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00
172,28,Dab,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00
172,36,jason,"'Sighs' I'm to lazy for this anymore",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
172,43,Nicholas,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00
172,49,Mark,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00
348,3,jason,Moved to halfway of field and stoped during auto,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,13,Zander,Moves so slowly. I think I can hear something shaking inside of it. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
348,19,Finn,Mid/Low scorer. Attempted balance but another robot affected it.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,3.00
348,24,jason,Pretty meh scoring capabilities,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
348,32,Nicholas,"Defense bot, might be able to pick up fallen cones. disconnected.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,37,DAB,"Robot played defense and died.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
348,43,evn,Stops randomly. Has cool lights. Gave up before 30 seconds and docked. Somehow still won due to teammates with working robots.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
348,47,Logan,Down and out,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
348,55,DAB,Played defense on us.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1073,5,jason,Fast. Efficient. Can pick up cones and cubes would recommend for Alliance,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00
1073,9,Rachel,Struggled to get the cone on the stick. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00
1073,15,Finn,IGNORE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1073,16,Finn,"Slow cone scoring, likely manual alignment. Somewhat slow but scores okay.",1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00
1073,22,z@nd3R,Didn't use their arm. became a push bot. ,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00
1073,29,jf,"Fast. I disassociated midway through so I missed some, but they did well AND are in 3rd at this moment",0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00
1073,46,Mark,Fast. Can pick up from human player station. Nice auto. Can pick up cones. Can pick up sideways cones.,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00
1073,51,jf,"started part way through. from what I saw, good robot.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00
1153,1,jason,Can do high scoring. Nice auto.,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,2.00
1153,7,Nicholas,Efficient. moves well. quick grabber. chooses to place piece carefully rather than quickly.,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,4.00
1153,19,Rachel,Good. I forgot to pay attention to auto so don't mind that.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00
1153,26,jf,"Fast. Efficient. Auto went awry and the cone dropped. Used cones only, did not pick up.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,5.00
1153,30,Nicholas,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,2.00,3.00
1153,38,z3ß®@,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1153,45,z3ß®@,"Two piece auto. that's cool. They seem like a solid pick. I saw a girl drop her tablet off the balcony today. she stood in shock for a second then tried to reach down and grab it but it was obviously too far to reach. it seemed to survive the fall so that was good. ",0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,3.00
1153,51,Logan,,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,3.00,3.00
1153,999,woo,Can pick up from human player station. Efficient. Can do high scoring.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00
1721,3,jf,Slow. Can pick up cones.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00
1721,12,evn,Slow. Can pick up cones.,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00
1721,20,Nicholas,"Slow to grab pieces off the shelf, takes time to put pieces down",1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1721,25,jf,Slow. Bad defense.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
1721,33,Finn,"Attempted but failed mobility. Dropped a cone out of field, extended arm to high level nearly midfield. Spent about 35 seconds regrabbing said cone. ",0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
1721,38,Nicholas,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1721,44,DAB,,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,4.00
1721,53,DAB,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00
1729,1,Rachel,Defense bot. can push cubes. no movement in auto. can't see field,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1729,13,jason,Failed auto completely didn't use arm,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00
1729,17,Finn,"Crossed center line in auto. Slow scoring, got a cube stuck on them in TELEOP. Might be capable of higher scoring than low but if so did not demonstrate it.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00
1729,23,jason,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1729,28,jf,Slow. Dropped several cubes.,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
1729,34,Jennifer,"hard time picking up an placing cubes Slow.",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00
1729,41,Rachel,Slow. bad scoring,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,3.00,0.00
1729,48,jf,Grip doesn't work very well.,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00
1729,55,z3ß®@,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,1,test,Broke down.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,7,zaNder,No auto. Persistent defense. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1761,18,DAB,"No pick up. Moved after autonomous, then stopped again.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,22,jason,very advanced parking skills ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,28,jason,Pretty bad overall low scoring capabilities but barely scored,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00
1761,38,Laura,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,44,Laura,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,52,Logan,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1761,56,jf,Doesn't have an auto. very wobbly robot.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
1768,4,Rachel,Fast. Can pick up sideways cones. Efficient. fork,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,2.00
1768,8,evn,Can pick up cones. Can do high scoring. Can pick up sideways cones.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00
1768,25,jason,Top 5 material,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00
1768,33,Rachel,Really good,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,4.00
1768,39,DAB,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,2.00,4.00
1768,43,Rachel,Very good. speedy,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,3.00,4.00
1768,48,Laura,Grabbed cube in auto. Very good. Can pick pieces up off floor and from human player. Balanced well with 1 other bot on. Mainly focused on top placement.,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,4.00
1768,54,z3ß®@,People make better walls than windows. I learned that lesson while trying to scout.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965,7,keith,"Failed auto, causing charge to be docked instead of engaged, slow turning, drivers would turn the long way",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00
1965,11,Nicholas,"Low scores only, but is tall.",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00
1965,27,DAB,Penalty auto.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1965,34,Finn,"Zero auto. Has large arm but only scored above low once, however certainly capable of mid and possibly high.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00
1965,40,Nicholas,Slow motion go wwwwwoooooooooaaaahhh. seems to have froze,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1965,46,DAB,Cubes only. No top or middle scoring. somewhat slow driving,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,4.00,0.00
1965,51,z3ß®@,Wow they have hockey sticks on their robot? that must be gabe's favorite robot. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00
